contract_no,contract_serial,contract_type,contract_status_no,state,out_date,out_time,in_date,in_time,days,out_milage,in_milage,milage_changed,vehicle_id,is_status_5,matches_cancelled_flag
70396,22778,C,5,closed,"2023-07-04 00:00:00",09:56:28,"2023-07-04 00:00:00",09:56:28,0,51102,0,yes,1756,yes,matches
70416,22802,C,5,closed,"2023-07-05 00:00:00",22:26:55,"2023-07-05 00:00:00",22:26:55,0,51910,0,yes,1772,yes,matches
70443,22843,C,5,closed,"2023-07-08 00:00:00",18:29:11,"2023-07-08 00:00:00",18:29:11,0,73161,0,yes,1732,yes,matches
70441,22841,C,5,closed,"2023-07-08 00:00:00",13:15:21,"2023-07-08 00:00:00",13:15:21,0,24818,0,yes,1804,yes,matches
70452,22852,C,5,closed,"2023-07-09 00:00:00",15:17:08,"2023-07-09 00:00:00",15:17:08,0,43220,0,yes,1774,yes,matches
70450,22850,C,5,closed,"2023-07-09 00:00:00",10:51:32,"2023-07-09 00:00:00",10:51:32,0,73184,0,yes,1732,yes,matches
70465,22865,C,5,closed,"2023-07-10 00:00:00",20:50:02,"2023-07-10 00:00:00",20:50:02,0,57367,0,yes,1738,yes,matches
70464,22864,C,5,closed,"2023-07-10 00:00:00",17:18:55,"2023-07-10 00:00:00",17:18:55,0,98748,0,yes,1733,yes,matches
70717,23174,C,5,closed,"2023-07-17 00:00:00",16:30:00,"2023-07-17 00:00:00",16:30:00,0,76167,0,yes,1755,yes,matches
70540,22953,C,5,closed,"2023-07-17 00:00:00",16:49:50,"2023-07-17 00:00:00",16:49:50,0,48024,0,yes,1759,yes,matches
70538,22951,C,5,closed,"2023-07-17 00:00:00",18:00:00,"2023-07-17 00:00:00",18:00:00,0,34848,0,yes,1777,yes,matches
70547,22962,C,5,closed,"2023-07-18 00:00:00",22:00:00,"2023-07-18 00:00:00",22:00:00,0,47490,0,yes,1773,yes,matches
116,22979,U,5,closed,"2023-07-19 00:00:00",13:27:02,"2023-07-19 00:00:00",13:27:02,0,33716,0,yes,1783,yes,matches
70577,23001,C,5,closed,"2023-07-22 00:00:00",12:00:00,"2023-07-22 00:00:00",12:00:00,0,47567,0,yes,1773,yes,matches
70576,23000,C,5,closed,"2023-07-22 00:00:00",10:24:29,"2023-07-22 00:00:00",10:24:29,0,151528,0,yes,1703,yes,matches
70595,23028,C,5,closed,"2023-07-23 00:00:00",19:22:25,"2023-07-23 00:00:00",19:22:25,0,25908,0,yes,1781,yes,matches
70608,23045,C,5,closed,"2023-07-25 00:00:00",17:30:00,"2023-07-25 00:00:00",17:30:00,0,45450,0,yes,1788,yes,matches
70627,23069,C,5,closed,"2023-07-27 00:00:00",10:00:00,"2023-07-27 00:00:00",10:00:00,0,151756,0,yes,1703,yes,matches
70641,23084,C,5,closed,"2023-07-28 00:00:00",11:15:00,"2023-07-28 00:00:00",11:15:00,0,23735,0,yes,1775,yes,matches
70652,23100,C,5,closed,"2023-07-30 00:00:00",11:10:07,"2023-07-30 00:00:00",11:10:07,0,24633,0,yes,1807,yes,matches
70661,23112,C,5,closed,"2023-07-31 00:00:00",10:48:33,"2023-07-31 00:00:00",10:48:33,0,48854,0,yes,1759,yes,matches
70656,23107,C,5,closed,"2023-07-31 00:00:00",13:00:00,"2023-07-31 00:00:00",13:00:00,0,103313,0,yes,1718,yes,matches
70677,23129,C,5,closed,"2023-08-01 00:00:00",20:00:00,"2023-08-01 00:00:00",20:00:00,0,5959,0,yes,1836,yes,matches
70670,23122,C,5,closed,"2023-08-01 00:00:00",11:00:00,"2023-08-01 00:00:00",11:00:00,0,68445,68536,yes,1741,yes,matches
70691,23145,C,5,closed,"2023-08-02 00:00:00",22:18:01,"2023-08-02 00:00:00",22:18:01,0,50694,0,yes,1742,yes,matches
70687,23141,C,5,closed,"2023-08-02 00:00:00",17:51:43,"2023-08-02 00:00:00",17:51:43,0,36310,0,yes,1777,yes,matches
70713,23170,C,5,closed,"2023-08-05 00:00:00",11:51:14,"2023-08-05 00:00:00",11:51:14,0,7007,0,yes,1813,yes,matches
70744,23210,C,5,closed,"2023-08-08 00:00:00",21:30:00,"2023-08-08 00:00:00",21:30:00,0,25552,0,yes,1807,yes,matches
70749,23216,C,5,closed,"2023-08-09 00:00:00",11:00:00,"2023-08-09 00:00:00",11:00:00,0,63515,0,yes,1762,yes,matches
70777,23249,C,5,closed,"2023-08-10 00:00:00",21:42:14,"2023-08-10 00:00:00",21:42:14,0,37880,0,yes,1776,yes,matches
70767,23239,C,5,closed,"2023-08-10 00:00:00",16:00:00,"2023-08-10 00:00:00",16:00:00,0,49095,0,yes,1759,yes,matches
70766,23238,C,5,closed,"2023-08-10 00:00:00",17:20:00,"2023-08-10 00:00:00",17:20:00,0,24787,0,yes,1796,yes,matches
70783,23256,C,5,closed,"2023-08-11 00:00:00",15:00:00,"2023-08-11 00:00:00",15:00:00,0,28627,0,yes,1790,yes,matches
70778,23250,C,5,closed,"2023-08-11 00:00:00",10:00:00,"2023-08-11 00:00:00",10:00:00,0,25879,0,yes,1807,yes,matches
70787,23264,C,5,closed,"2023-08-12 00:00:00",13:17:12,"2023-08-12 00:00:00",13:17:12,0,10247,0,yes,1809,yes,matches
70785,23262,C,5,closed,"2023-08-12 00:00:00",12:59:28,"2023-08-12 00:00:00",12:59:28,0,77978,0,yes,1755,yes,matches
70824,23314,C,5,closed,"2023-08-16 00:00:00",14:32:48,"2023-08-16 00:00:00",14:32:48,0,49554,0,yes,1763,yes,matches
70834,23326,C,5,closed,"2023-08-17 00:00:00",12:08:51,"2023-08-17 00:00:00",12:08:51,0,27334,0,yes,1802,yes,matches
70829,23321,C,5,closed,"2023-08-17 00:00:00",10:30:00,"2023-08-17 00:00:00",10:30:00,0,15258,0,yes,1818,yes,matches
70845,23340,C,5,closed,"2023-08-18 00:00:00",13:00:00,"2023-08-18 00:00:00",13:00:00,0,11119,0,yes,1825,yes,matches
70841,23336,C,5,closed,"2023-08-18 00:00:00",11:00:00,"2023-08-18 00:00:00",11:00:00,0,28670,0,yes,1790,yes,matches
70873,23381,C,5,closed,"2023-08-23 00:00:00",15:43:42,"2023-08-23 00:00:00",15:43:42,0,15609,0,yes,1815,yes,matches
70899,23411,C,5,closed,"2023-08-25 00:00:00",20:00:00,"2023-08-25 00:00:00",20:00:00,0,77036,0,yes,1732,yes,matches
70908,23422,C,5,closed,"2023-08-26 00:00:00",15:36:44,"2023-08-26 00:00:00",15:36:44,0,11121,0,yes,1825,yes,matches
70919,23438,C,5,closed,"2023-08-27 00:00:00",15:18:16,"2023-08-27 00:00:00",15:18:16,0,12747,0,yes,1821,yes,matches
70918,23437,C,5,closed,"2023-08-27 00:00:00",14:58:38,"2023-08-27 00:00:00",14:58:38,0,12747,0,yes,1821,yes,matches
70917,23436,C,5,closed,"2023-08-27 00:00:00",14:25:05,"2023-08-27 00:00:00",14:25:05,0,27535,0,yes,1802,yes,matches
70867,23375,C,5,closed,"2023-08-28 00:00:00",13:00:00,"2023-08-28 00:00:00",13:00:00,0,15756,0,yes,1825,yes,matches
70930,23457,C,5,closed,"2023-08-29 00:00:00",11:00:00,"2023-08-29 00:00:00",11:00:00,0,27029,0,yes,1796,yes,matches
70945,23486,C,5,closed,"2023-08-31 00:00:00",16:26:41,"2023-08-31 00:00:00",16:26:41,0,17292,0,yes,1818,yes,matches
70970,23527,C,5,closed,"2023-09-02 00:00:00",21:01:28,"2023-09-02 00:00:00",21:01:28,0,100822,0,yes,1733,yes,matches
70968,23524,C,5,closed,"2023-09-02 00:00:00",17:28:14,"2023-09-02 00:00:00",17:28:14,0,11000,0,yes,1729,yes,matches
70967,23523,C,5,closed,"2023-09-02 00:00:00",16:51:35,"2023-09-02 00:00:00",16:51:35,0,24729,0,yes,1797,yes,matches
70960,23510,C,5,closed,"2023-09-02 00:00:00",11:00:00,"2023-09-02 00:00:00",11:00:00,0,60167,0,yes,1738,yes,matches
70958,23509,C,5,closed,"2023-09-02 00:00:00",10:00:00,"2023-09-02 00:00:00",10:00:00,0,19175,0,yes,1810,yes,matches
70957,23508,C,5,closed,"2023-09-02 00:00:00",10:00:00,"2023-09-02 00:00:00",10:00:00,0,153581,0,yes,1702,yes,matches
70994,23557,C,5,closed,"2023-09-04 00:00:00",21:13:59,"2023-09-04 00:00:00",21:13:59,0,49730,0,yes,1784,yes,matches
70989,23551,C,5,closed,"2023-09-04 00:00:00",17:37:00,"2023-09-04 00:00:00",17:37:00,0,28987,0,yes,1790,yes,matches
70983,23542,C,5,closed,"2023-09-04 00:00:00",11:42:17,"2023-09-04 00:00:00",11:42:17,0,66113,0,yes,1762,yes,matches
71008,23577,C,5,closed,"2023-09-05 00:00:00",21:10:00,"2023-09-05 00:00:00",21:10:00,0,73762,0,yes,1720,yes,matches
238,23569,T,5,closed,"2023-09-05 00:00:00",16:14:58,"2023-09-05 00:00:00",16:14:58,0,11902,0,yes,1830,yes,matches
70998,23563,C,5,closed,"2023-09-05 00:00:00",13:20:01,"2023-09-05 00:00:00",13:20:01,0,98259,0,yes,1715,yes,matches
71010,23579,C,5,closed,"2023-09-06 00:00:00",10:59:00,"2023-09-06 00:00:00",10:59:00,0,27996,0,yes,1802,yes,matches
71023,23597,C,5,closed,"2023-09-07 00:00:00",11:00:00,"2023-09-07 00:00:00",11:00:00,0,49737,0,yes,1784,yes,matches
71052,23635,C,5,closed,"2023-09-09 00:00:00",17:09:20,"2023-09-09 00:00:00",17:09:20,0,98480,0,yes,1711,yes,matches
71068,23656,C,5,closed,"2023-09-10 00:00:00",16:43:00,"2023-09-10 00:00:00",16:43:00,0,27237,0,yes,1775,yes,matches
71056,23640,C,5,closed,"2023-09-10 00:00:00",14:11:16,"2023-09-10 00:00:00",14:11:16,0,20903,0,yes,1817,yes,matches
71071,23661,C,5,closed,"2023-09-11 00:00:00",18:40:00,"2023-09-11 00:00:00",18:40:00,0,94706,0,yes,1731,yes,matches
71098,23708,C,5,closed,"2023-09-13 00:00:00",19:00:19,"2023-09-13 00:00:00",19:00:19,0,78770,0,yes,1732,yes,matches
71096,23704,C,5,closed,"2023-09-13 00:00:00",17:55:56,"2023-09-13 00:00:00",17:55:56,0,7539,7771,yes,1820,yes,matches
71092,23699,C,5,closed,"2023-09-13 00:00:00",16:00:00,"2023-09-13 00:00:00",16:00:00,0,21021,0,yes,1817,yes,matches
278,23726,T,5,closed,"2023-09-14 00:00:00",17:53:07,"2023-09-14 00:00:00",17:53:07,0,74295,0,yes,1720,yes,matches
71115,23731,C,5,closed,"2023-09-15 00:00:00",10:00:00,"2023-09-15 00:00:00",10:00:00,0,58205,0,yes,1749,yes,matches
71136,23752,C,5,closed,"2023-09-16 00:00:00",10:32:10,"2023-09-16 00:00:00",10:32:10,0,5881,0,yes,1828,yes,matches
71133,23749,C,5,closed,"2023-09-16 00:00:00",11:00:00,"2023-09-16 00:00:00",11:00:00,0,16856,0,yes,1827,yes,matches
71132,23660,C,5,closed,"2023-09-16 00:00:00",10:00:00,"2023-09-16 00:00:00",10:00:00,0,30986,,no,1792,yes,matches
71158,23782,C,5,closed,"2023-09-17 00:00:00",19:00:00,"2023-09-17 00:00:00",19:00:00,0,28764,0,yes,1802,yes,matches
71168,23799,C,5,closed,"2023-09-18 00:00:00",16:00:00,"2023-09-18 00:00:00",16:00:00,0,16548,0,yes,1823,yes,matches
71186,23826,C,5,closed,"2023-09-20 00:00:00",17:20:00,"2023-09-20 00:00:00",17:20:00,0,107017,0,yes,1697,yes,matches
71207,23849,C,5,closed,"2023-09-21 00:00:00",20:00:00,"2023-09-21 00:00:00",20:00:00,0,12885,0,yes,1831,yes,matches
71206,23848,C,5,closed,"2023-09-21 00:00:00",16:30:00,"2023-09-21 00:00:00",16:30:00,0,27608,0,yes,1775,yes,matches
71224,23866,C,5,closed,"2023-09-22 00:00:00",21:22:33,"2023-09-22 00:00:00",21:22:33,0,59975,0,yes,1730,yes,matches
71272,23937,C,5,closed,"2023-09-26 00:00:00",17:20:00,"2023-09-26 00:00:00",17:20:00,0,18284,0,yes,1815,yes,matches
71285,23956,C,5,closed,"2023-09-27 00:00:00",19:50:13,"2023-09-27 00:00:00",19:50:13,0,28925,0,yes,1781,yes,matches
71284,23954,C,5,closed,"2023-09-27 00:00:00",19:34:37,"2023-09-27 00:00:00",19:34:37,0,28925,0,yes,1781,yes,matches
71283,23953,C,5,closed,"2023-09-27 00:00:00",18:56:44,"2023-09-27 00:00:00",18:56:44,0,25603,0,yes,1797,yes,matches
71299,23971,C,5,closed,"2023-09-28 00:00:00",16:46:09,"2023-09-28 00:00:00",16:46:09,0,35891,0,yes,1795,yes,matches
71298,23970,C,5,closed,"2023-09-28 00:00:00",16:38:07,"2023-09-28 00:00:00",16:38:07,0,43312,0,yes,1795,yes,matches
71305,23979,C,5,closed,"2023-09-29 00:00:00",10:41:19,"2023-09-29 00:00:00",10:41:19,0,60067,0,yes,1730,yes,matches
71303,23977,C,5,closed,"2023-09-29 00:00:00",10:00:00,"2023-09-29 00:00:00",10:00:00,0,34267,0,yes,1782,yes,matches
71326,24006,C,5,closed,"2023-09-30 00:00:00",17:05:29,"2023-09-30 00:00:00",17:05:29,0,95592,0,yes,1713,yes,matches
71350,24037,C,5,closed,"2023-10-01 00:00:00",21:33:17,"2023-10-01 00:00:00",21:33:17,0,63426,0,yes,1729,yes,matches
71362,24056,C,5,closed,"2023-10-02 00:00:00",20:58:12,"2023-10-02 00:00:00",20:58:12,0,41989,0,yes,1783,yes,matches
71381,24076,C,5,closed,"2023-10-04 00:00:00",10:30:00,"2023-10-04 00:00:00",10:30:00,0,41957,0,yes,1783,yes,matches
71409,24112,C,5,closed,"2023-10-05 00:00:00",19:38:18,"2023-10-05 00:00:00",19:38:18,0,13270,0,yes,1793,yes,matches
71411,24116,C,5,closed,"2023-10-06 00:00:00",10:22:58,"2023-10-06 00:00:00",10:22:58,0,95298,0,yes,1731,yes,matches
71437,24153,C,5,closed,"2023-10-09 00:00:00",14:00:00,"2023-10-09 00:00:00",14:00:00,0,68744,0,yes,1762,yes,matches
71458,24180,C,5,closed,"2023-10-11 00:00:00",11:00:00,"2023-10-11 00:00:00",11:00:00,0,32726,0,yes,1790,yes,matches
71481,24213,C,5,closed,"2023-10-12 00:00:00",16:34:06,"2023-10-12 00:00:00",16:34:06,0,105075,0,yes,1712,yes,matches
71589,24339,C,5,closed,"2023-10-19 00:00:00",13:00:00,"2023-10-19 00:00:00",13:00:00,0,54767,0,yes,1773,yes,matches
71583,24332,C,5,closed,"2023-10-19 00:00:00",06:30:00,"2023-10-19 00:00:00",06:30:00,0,100132,,no,1715,yes,matches
71613,24366,C,5,closed,"2023-10-20 00:00:00",20:24:49,"2023-10-20 00:00:00",20:24:49,0,26427,0,yes,1804,yes,matches
71610,24363,C,5,closed,"2023-10-20 00:00:00",19:30:00,"2023-10-20 00:00:00",19:30:00,0,30140,0,yes,1799,yes,matches
71636,24393,C,5,closed,"2023-10-22 00:00:00",14:35:00,"2023-10-22 00:00:00",14:35:00,0,32366,0,yes,1807,yes,matches
71632,24388,C,5,closed,"2023-10-22 00:00:00",15:28:00,"2023-10-22 00:00:00",15:28:00,0,30052,0,yes,1780,yes,matches
71655,24419,C,5,closed,"2023-10-24 00:00:00",14:37:03,"2023-10-24 00:00:00",14:37:03,0,41373,,no,1777,yes,matches
71697,24468,C,5,closed,"2023-10-26 00:00:00",17:18:57,"2023-10-26 00:00:00",17:18:57,0,99733,0,yes,1767,yes,matches
71707,24479,C,5,closed,"2023-10-27 00:00:00",14:14:30,"2023-10-27 00:00:00",14:14:30,0,100297,0,yes,1715,yes,matches
71818,24622,C,5,closed,"2023-11-05 00:00:00",09:00:00,"2023-11-05 00:00:00",09:00:00,0,108852,0,yes,1718,yes,matches
71881,24478,C,5,closed,"2023-11-09 00:00:00",21:00:00,"2023-11-09 00:00:00",21:00:00,0,37575,,no,1801,yes,matches
71912,24735,C,5,closed,"2023-11-12 00:00:00",10:13:00,"2023-11-12 00:00:00",10:13:00,0,59095,0,yes,1763,yes,matches
71933,24762,C,5,closed,"2023-11-13 00:00:00",21:15:00,"2023-11-13 00:00:00",21:15:00,0,81940,0,yes,1765,yes,matches
71957,24791,C,5,closed,"2023-11-15 00:00:00",19:00:00,"2023-11-15 00:00:00",19:00:00,0,42128,0,yes,1748,yes,matches
71973,24771,C,5,closed,"2023-11-17 00:00:00",09:30:00,"2023-11-17 00:00:00",09:30:00,0,33059,,no,1750,yes,matches
72002,24850,C,5,closed,"2023-11-18 00:00:00",19:30:00,"2023-11-18 00:00:00",19:30:00,0,20214,0,yes,1833,yes,matches
72012,24859,C,5,closed,"2023-11-19 00:00:00",14:00:00,"2023-11-19 00:00:00",14:00:00,0,20198,0,yes,1833,yes,matches
72051,24911,C,5,closed,"2023-11-21 00:00:00",21:14:22,"2023-11-21 00:00:00",21:14:22,0,68614,0,yes,1736,yes,matches
72067,24933,C,5,closed,"2023-11-23 00:00:00",12:54:42,"2023-11-23 00:00:00",12:54:42,0,115263,0,yes,1704,yes,matches
72088,24959,C,5,closed,"2023-11-24 00:00:00",17:05:58,"2023-11-24 00:00:00",17:05:58,0,177930,0,yes,1698,yes,matches
72107,24984,C,5,closed,"2023-11-25 00:00:00",22:00:00,"2023-11-25 00:00:00",22:00:00,0,32066,0,yes,1787,yes,matches
72116,24992,C,5,closed,"2023-11-26 00:00:00",12:08:39,"2023-11-26 00:00:00",12:08:39,0,24292,0,yes,1818,yes,matches
72127,25005,C,5,closed,"2023-11-27 00:00:00",15:00:00,"2023-11-27 00:00:00",15:00:00,0,16591,0,yes,1809,yes,matches
72174,25073,C,5,closed,"2023-11-30 00:00:00",21:25:43,"2023-11-30 00:00:00",21:25:43,0,9367,0,yes,1834,yes,matches
72168,25067,C,5,closed,"2023-11-30 00:00:00",20:00:00,"2023-11-30 00:00:00",20:00:00,0,37511,0,yes,1796,yes,matches
72181,25080,C,5,closed,"2023-12-01 00:00:00",12:38:12,"2023-12-01 00:00:00",12:38:12,0,33924,0,yes,1799,yes,matches
72205,25113,C,5,closed,"2023-12-02 00:00:00",20:17:31,"2023-12-02 00:00:00",20:17:31,0,97755,0,yes,1717,yes,matches
72218,25129,C,5,closed,"2023-12-04 00:00:00",10:05:00,"2023-12-04 00:00:00",10:05:00,0,104031,0,yes,1711,yes,matches
72242,25164,C,5,closed,"2023-12-06 00:00:00",16:41:11,"2023-12-06 00:00:00",16:41:11,0,28499,0,yes,1817,yes,matches
72258,25185,C,5,closed,"2023-12-07 00:00:00",18:56:26,"2023-12-07 00:00:00",18:56:26,0,123494,0,yes,1771,yes,matches
72270,25195,C,5,closed,"2023-12-08 00:00:00",16:05:00,"2023-12-08 00:00:00",16:05:00,0,69594,0,yes,1736,yes,matches
72283,25219,C,5,closed,"2023-12-09 00:00:00",16:13:32,"2023-12-09 00:00:00",16:13:32,0,18672,0,yes,1793,yes,matches
72294,25234,C,5,closed,"2023-12-10 00:00:00",17:12:30,"2023-12-10 00:00:00",17:12:30,0,28510,0,yes,1817,yes,matches
72333,25297,C,5,closed,"2023-12-11 00:00:00",11:20:00,"2023-12-11 00:00:00",11:20:00,0,52845,,no,1754,yes,matches
605,25288,U,5,closed,"2023-12-13 00:00:00",13:25:00,"2023-12-13 00:00:00",13:25:00,0,52845,0,yes,1754,yes,matches
72318,25277,C,5,closed,"2023-12-13 00:00:00",08:30:00,"2023-12-13 00:00:00",08:30:00,0,24761,24828,yes,1837,yes,matches
72350,25320,C,5,closed,"2023-12-14 00:00:00",19:23:58,"2023-12-14 00:00:00",19:23:58,0,10738,0,yes,1813,yes,matches
72373,25344,C,5,closed,"2023-12-16 00:00:00",14:00:00,"2023-12-16 00:00:00",14:00:00,0,114250,0,yes,1757,yes,matches
72369,25339,C,5,closed,"2023-12-16 00:00:00",10:39:36,"2023-12-16 00:00:00",10:39:36,0,44502,0,yes,1748,yes,matches
72385,25365,C,5,closed,"2023-12-17 00:00:00",18:24:49,"2023-12-17 00:00:00",18:24:49,0,70009,0,yes,1736,yes,matches
72384,25364,C,5,closed,"2023-12-17 00:00:00",21:00:00,"2023-12-17 00:00:00",21:00:00,0,6390,0,yes,1812,yes,matches
72383,25359,C,5,closed,"2023-12-17 00:00:00",13:30:00,"2023-12-17 00:00:00",13:30:00,0,29471,0,yes,1817,yes,matches
72380,25356,C,5,closed,"2023-12-17 00:00:00",10:56:00,"2023-12-17 00:00:00",10:56:00,0,52488,0,yes,1750,yes,matches
2,25386,P,5,closed,"2023-12-18 00:00:00",15:07:30,"2023-12-18 00:00:00",15:07:30,0,6666,0,yes,1853,yes,matches
72401,25385,P,5,closed,"2023-12-18 00:00:00",14:27:55,"2023-12-18 00:00:00",14:27:55,0,22811,,no,1833,yes,matches
72452,25454,C,5,closed,"2023-12-21 00:00:00",16:21:01,"2023-12-21 00:00:00",16:21:01,0,76236,0,yes,1762,yes,matches
72449,25451,C,5,closed,"2023-12-21 00:00:00",15:00:00,"2023-12-21 00:00:00",15:00:00,0,179152,0,yes,1698,yes,matches
72461,25463,C,5,closed,"2023-12-22 00:00:00",09:58:00,"2023-12-22 00:00:00",09:58:00,0,74913,0,yes,1740,yes,matches
72458,25460,C,5,closed,"2023-12-22 00:00:00",10:06:00,"2023-12-22 00:00:00",10:06:00,0,98806,0,yes,1717,yes,matches
72498,25499,C,5,closed,"2023-12-23 00:00:00",18:03:45,"2023-12-23 00:00:00",18:03:45,0,63656,0,yes,1730,yes,matches
72512,25513,C,5,closed,"2023-12-24 00:00:00",14:22:44,"2023-12-24 00:00:00",14:22:44,0,112939,0,yes,1770,yes,matches
658,25527,U,5,closed,"2023-12-25 00:00:00",13:07:31,"2023-12-25 00:00:00",13:07:31,0,60889,0,yes,1746,yes,matches
72537,25550,C,5,closed,"2023-12-26 00:00:00",15:02:00,"2023-12-26 00:00:00",15:02:00,0,179155,0,yes,1698,yes,matches
72556,25571,C,5,closed,"2023-12-27 00:00:00",13:02:27,"2023-12-27 00:00:00",13:02:27,0,26990,0,yes,1789,yes,matches
72630,25660,C,5,closed,"2023-12-30 00:00:00",14:13:00,"2023-12-30 00:00:00",14:13:00,0,1002,0,yes,1791,yes,matches
680,25649,U,5,closed,"2023-12-30 00:00:00",16:31:11,"2023-12-30 00:00:00",16:31:11,0,147661,0,yes,1712,yes,matches
72633,25663,C,5,closed,"2023-12-31 00:00:00",16:18:01,"2023-12-31 00:00:00",16:18:01,0,117515,0,yes,1704,yes,matches
72632,25662,C,5,closed,"2023-12-31 00:00:00",16:13:00,"2023-12-31 00:00:00",16:13:00,0,117515,0,yes,1704,yes,matches
72643,25676,C,5,closed,"2024-01-01 00:00:00",17:44:31,"2024-01-01 00:00:00",17:44:31,0,56457,0,yes,1784,yes,matches
72657,25692,C,5,closed,"2024-01-02 00:00:00",15:25:36,"2024-01-02 00:00:00",15:25:36,0,56640,0,yes,1784,yes,matches
72654,25689,C,5,closed,"2024-01-02 00:00:00",18:50:00,"2024-01-02 00:00:00",18:50:00,0,36790,0,yes,1799,yes,matches
72652,25687,C,5,closed,"2024-01-02 00:00:00",13:40:11,"2024-01-02 00:00:00",13:40:11,0,35597,0,yes,1787,yes,matches
72651,25685,C,5,closed,"2024-01-02 00:00:00",12:15:05,"2024-01-02 00:00:00",12:15:05,0,15857,0,yes,1819,yes,matches
72668,25706,C,5,closed,"2024-01-03 00:00:00",10:30:00,"2024-01-03 00:00:00",10:30:00,0,7386,0,yes,1844,yes,matches
72697,25746,C,5,closed,"2024-01-04 00:00:00",17:10:00,"2024-01-04 00:00:00",17:10:00,0,76007,0,yes,1740,yes,matches
72692,25740,C,5,closed,"2024-01-04 00:00:00",14:40:52,"2024-01-04 00:00:00",14:40:52,0,25685,0,yes,1810,yes,matches
72687,25733,C,5,closed,"2024-01-04 00:00:00",11:21:43,"2024-01-04 00:00:00",11:21:43,0,58227,0,yes,1742,yes,matches
707,25774,U,5,closed,"2024-01-05 00:00:00",20:33:00,"2024-01-05 00:00:00",20:33:00,0,57266,0,yes,1784,yes,matches
72711,25762,C,5,closed,"2024-01-05 00:00:00",14:26:28,"2024-01-05 00:00:00",14:26:28,0,71009,0,yes,1805,yes,matches
72723,25777,C,5,closed,"2024-01-06 00:00:00",11:00:00,"2024-01-06 00:00:00",11:00:00,0,63937,0,yes,1752,yes,matches
72725,25781,C,5,closed,"2024-01-06 00:00:00",14:00:00,"2024-01-06 00:00:00",14:00:00,0,21751,0,yes,1794,yes,matches
72794,25870,C,5,closed,"2024-01-10 00:00:00",19:00:00,"2024-01-10 00:00:00",19:00:00,0,71461,0,yes,1768,yes,matches
72805,25884,C,5,closed,"2024-01-11 00:00:00",14:29:00,"2024-01-11 00:00:00",14:29:00,0,77622,0,yes,1762,yes,matches
72833,25916,C,5,closed,"2024-01-12 00:00:00",21:10:00,"2024-01-12 00:00:00",21:10:00,0,9569,0,yes,1812,yes,matches
72820,25900,C,5,closed,"2024-01-12 00:00:00",12:23:45,"2024-01-12 00:00:00",12:23:45,0,64574,0,yes,1753,yes,matches
72852,25938,C,5,closed,"2024-01-13 00:00:00",20:00:00,"2024-01-13 00:00:00",20:00:00,0,37535,0,yes,1799,yes,matches
72863,25952,C,5,closed,"2024-01-14 00:00:00",13:20:27,"2024-01-14 00:00:00",13:20:27,0,51070,0,yes,1743,yes,matches
72890,25990,C,5,closed,"2024-01-16 00:00:00",23:00:00,"2024-01-16 00:00:00",23:00:00,0,53295,0,yes,1776,yes,matches
72916,26024,C,5,closed,"2024-01-18 00:00:00",16:00:00,"2024-01-18 00:00:00",16:00:00,0,37838,0,yes,1799,yes,matches
72915,26023,C,5,closed,"2024-01-18 00:00:00",14:25:18,"2024-01-18 00:00:00",14:25:18,0,38373,0,yes,1780,yes,matches
72930,25753,C,5,closed,"2024-01-19 00:00:00",11:31:00,"2024-01-19 00:00:00",11:31:00,0,18503,,no,1848,yes,matches
72937,26050,C,5,closed,"2024-01-19 00:00:00",15:11:38,"2024-01-19 00:00:00",15:11:38,0,8252,0,yes,1844,yes,matches
72929,26041,C,5,closed,"2024-01-19 00:00:00",10:04:03,"2024-01-19 00:00:00",10:04:03,0,60553,0,yes,1759,yes,matches
72928,26040,C,5,closed,"2024-01-19 00:00:00",10:30:00,"2024-01-19 00:00:00",10:30:00,0,53137,,no,1743,yes,matches
73212,26379,C,5,closed,"2024-01-20 00:00:00",17:08:00,"2024-01-20 00:00:00",17:08:00,0,14400,0,yes,1824,yes,matches
72972,26098,C,5,closed,"2024-01-21 00:00:00",18:00:00,"2024-01-21 00:00:00",18:00:00,0,20370,0,yes,1809,yes,matches
72995,26125,C,5,closed,"2024-01-22 00:00:00",18:10:00,"2024-01-22 00:00:00",18:10:00,0,72525,0,yes,1768,yes,matches
72981,26110,C,5,closed,"2024-01-22 00:00:00",07:00:00,"2024-01-22 00:00:00",07:00:00,0,60557,0,yes,1759,yes,matches
73016,26147,C,5,closed,"2024-01-23 00:00:00",17:12:35,"2024-01-23 00:00:00",17:12:35,0,77728,0,yes,1734,yes,matches
73011,26141,C,5,closed,"2024-01-23 00:00:00",14:29:57,"2024-01-23 00:00:00",14:29:57,0,105553,0,yes,1767,yes,matches
73003,26135,C,5,closed,"2024-01-23 00:00:00",10:57:30,"2024-01-23 00:00:00",10:57:30,0,38109,0,yes,1775,yes,matches
73048,26187,C,5,closed,"2024-01-25 00:00:00",11:35:00,"2024-01-25 00:00:00",11:35:00,0,41039,0,yes,1807,yes,matches
73046,26185,C,5,closed,"2024-01-25 00:00:00",11:30:00,"2024-01-25 00:00:00",11:30:00,0,28968,0,yes,1803,yes,matches
73069,26211,C,2,closed,"2024-01-26 00:00:00",01:00:00,"2024-01-26 00:00:00",01:00:00,1,28968,28968,no,1803,no,"FALSE POSITIVE (status 2)"
